Timestamp,Alpha,Beta,Gamma,Delta,Theta
4111.9,231.21,54.847,8.2934,2984.1,1083.1
4112.2,236.05,57.838,7.9647,3294.4,1070.5
4112.5,257.9,63.152,7.9271,3604,1073.5
4112.8,301.59,71.901,7.8998,4173.3,1112.7
4113.1,340.26,79.746,8.0228,4564.1,1166.2
4113.4,405.96,90.79,8.2647,5354.6,1283.2
4113.7,473.96,101.73,8.607,5971.2,1432.9
4114,528.05,108.18,8.8162,6453.6,1585.8
4114.3,543.64,110.1,8.947,6560.7,1628.9
4114.6,600.79,114.89,9.55,6956.5,1844
4114.9,622.14,114.06,9.9315,6689.1,1995.5
4115.2,624.64,111.3,10.299,6374,2096.4
4115.5,624.56,108.09,10.463,5931.7,2208.9
4115.8,625.39,105.41,10.82,5470.2,2351.8
4116.1,639.75,105.64,11.009,5104.1,2542.8
4116.4,659.83,107.11,11.292,4923.9,2732.8
4116.7,693.85,116.93,12.289,5242.5,2931.9
4117,751.92,133.46,13.49,5754.6,3186.2
4117.3,817.9,156.37,14.971,6393.6,3385.3
4117.6,927.86,194.83,17.42,7219.9,3650
4117.9,1024.4,228.75,19.578,7995.2,3845.3
4118.2,1332.2,332.93,26.863,10368,4401.1
4118.5,1559,403.95,31.779,12248,4773.8
4118.8,1793.4,474.42,36.898,14129,5149.5
4119.1,2050.9,544.13,42.65,16118,5536.3
4119.4,2264.8,595.19,47.646,17804,5839.4
4119.7,2418.3,626.74,51.134,18781,6014.4
4120,2508.3,642.6,53.174,19144,6075.6
4120.3,2588.1,659.51,54.81,18794,6066.5
4120.6,2688.7,686.42,57.377,17861,6041
4120.9,2824.8,728.29,58.058,20215,5970.2
4121.2,3017.7,797.71,61.423,24388,5954.5
4121.5,3287.6,916.73,69.191,22819,6107
4121.8,3625.8,1044.2,75.177,30367,6264.3
4122.1,4076,1249,86.142,45681,6598.8
4122.4,4415.9,1416.6,96.624,58776,6954.1
4122.7,4942.1,1701.3,116.45,93711,7738.3
4123,5263,1892.9,129.95,1.3296e+05,8561.2
4123.3,5561.4,2106.2,145.43,1.7544e+05,9803.7
4123.6,5720.9,2226.4,156.75,2.0765e+05,10919
4123.9,5936,2363.6,165.27,2.6712e+05,13065
4124.2,6063.9,2416.1,166.73,2.9997e+05,14774
4124.5,6220.8,2424.2,165.15,3.3326e+05,16631
4124.8,6466.8,2413,160.02,3.623e+05,18410
4125.1,6722.8,2382.6,152.13,3.8063e+05,19827
4125.4,7408.7,2321.5,135.61,3.9338e+05,22176
4125.7,7942.3,2270.5,124.64,3.9066e+05,23323
4126,8539.9,2224.4,112.43,3.7903e+05,24230
4126.3,9299.2,2180.8,100.8,3.6295e+05,24841
4126.6,9945,2142.6,93.236,3.4503e+05,25031
4126.9,10559,2100.1,87.317,3.2584e+05,24875
4127.2,11087,2040.8,82.951,3.0201e+05,24428
4127.5,11487,1949.3,79.135,2.7136e+05,23480
4127.8,11651,1845.3,76.908,2.301e+05,22130
4128.1,11538,1722.8,75.359,1.9229e+05,20716
4128.4,10980,1535.6,67.334,1.4989e+05,18513
4128.7,10365,1395.1,63.078,1.2131e+05,16852
4129,9185.6,1180.3,54.759,87321,14426
4129.3,7738.1,959.32,47.069,56595,11883
4129.6,6378.8,768.29,39.084,35947,9742.6
4129.9,5245.5,625.28,33.392,25902,8097.8
4130.2,3725.4,448.13,26.168,17549,5970.1
4130.5,3141.2,381.98,23.011,14001,5113.3
4130.8,1731.3,226.7,17.725,9859.4,3192.6
4131.1,974.68,138.5,12.893,6480.8,2088.3
4131.4,752.16,116.14,11.635,4757.9,1759
4131.7,389.52,75.051,8.8944,3277.7,1228.8
4132,267.85,65.785,8.0213,2845.5,1029.8
4132.3,230.12,69.124,7.5673,2821.5,1005.2
4132.6,204.62,59.691,5.4873,2825.4,1023.6
4132.9,216.4,61.257,4.8819,2900,1069.6
4133.2,224.96,62.43,4.573,3059.7,1112.5
4133.5,228.25,61.736,3.9985,3329.9,1148.4
4133.8,222.42,59.897,3.745,3852.6,1145
4134.1,214.38,57.794,3.4427,3995.9,1115.8
4134.4,206.6,56.098,3.3277,4265.6,1092.5
4134.7,174.82,50.138,3.3276,5674.6,984.24
4135,137.12,43.784,3.4245,7578.2,856.39
4135.3,125.22,41.899,3.5266,8230.3,813.25
4135.6,94.371,38.072,4.3233,10236,713.12
4135.9,77.309,37.162,5.423,12018,668.32
4136.2,68.377,38.167,6.8366,13261,655.4
4136.5,64.902,39.614,7.9833,13966,652.69
4136.8,61.923,42.614,9.9366,14677,654.26
4137.1,61.091,44.224,10.995,14838,653.76
4137.4,59.278,47.912,13.465,14738,637.8
4137.7,55.772,50.134,15.376,14101,597.49
4138,49.702,51.788,17.28,11829,516.15
4138.3,45.123,51.448,17.998,9956.1,447.25
4138.6,39.58,49.537,18.048,7608.5,361.67
4138.9,35.537,47.075,17.857,5796.6,293.39
4139.2,32.882,44.448,17.568,4264.7,235.76
4139.5,31.371,41.295,17.366,2962.9,187.87
4139.8,31.096,39.135,17.35,2365.1,164.52
4140.1,31.261,38.068,17.39,2132,155.11
4140.4,32.252,35.842,17.605,1877.5,143.12
4140.7,33.526,33.383,17.787,1767.8,139.19
4141,33.788,32.667,17.576,1787.8,140.65
4141.3,33.868,29.855,16.149,1861.2,140.78
4141.6,34.166,27.583,14.294,1865,152.71
4141.9,35.093,26.178,12.847,1855.6,164.84
4142.2,36.169,25.257,11.773,1842.7,177.47
4142.5,37.637,24.371,10.654,1837.7,192.87
4142.8,41.17,23.115,8.7966,1821.8,225.31
4143.1,45.987,22.209,7.0702,1770.1,264.95
4143.4,56.213,21.651,4.7269,1794.4,346.34
4143.7,59.81,21.759,4.2232,1821.4,373.26
4144,67.37,22.69,3.7532,1876.6,426.9
4144.3,70.657,23.557,4.0002,1901.6,448.57
4144.6,73.184,24.97,4.833,1911.2,462.88
4144.9,73.887,26.474,6.0964,1881.5,463.28
4145.2,72.927,28.016,7.6411,1835.5,453.49
4145.5,68.365,31.016,11.178,1724,412.15
4145.8,60.67,34.549,15.969,1417.1,347.65
4146.1,56.701,35.951,18.38,1269.4,316.66
4146.4,52.631,37.53,21.096,1133.4,283.84
4146.7,38.23,43.464,32.73,712.72,169.51
4147,29.482,47.927,43.442,479.29,105.07
4147.3,25.27,50.675,51.673,422.02,80.345
4147.6,23.743,51.891,56.036,445.56,76.551
4147.9,22.188,53.309,63.344,650.57,89.82
4148.2,22.043,53.267,67.089,942.58,114.08
4148.5,21.878,52.429,68.981,1380.9,143.75
4148.8,22.163,51.444,69.1,1662.4,168.51
4149.1,22.584,49.306,67.554,2171.7,205.09
4149.4,23.099,46.684,64.03,2682.7,238.77
4149.7,23.667,41.823,55.686,3296.1,274.06
4150,23.893,37.731,47.539,3546.6,282.87
4150.3,23.488,33.435,38.768,3542.3,272.99
4150.6,22.924,29.395,30.28,3293.6,246.32
4150.9,21.925,25.854,22.779,2860,207.42
4151.2,20.958,23.264,17.377,2399.7,169.39
4151.5,20.274,21.798,14.413,2078,143.91
4151.8,18.907,19.438,9.8103,1440.7,97.409
4152.1,18.275,18.41,8.0696,1140.1,78.136
4152.4,16.994,17.372,6.3824,834.23,55.001
4152.7,15.355,16.367,5.2379,518.89,34.148
4153,14.474,16.009,5.0856,454.82,27.86
4153.3,13.382,15.642,5.1953,511.27,25.498
4153.6,12.572,15.299,5.3153,815.42,29.494
4153.9,12.241,14.953,5.544,1042.1,33.433
4154.2,12.088,14.575,5.6259,1444.8,40.119
4154.5,12.247,14.194,5.6639,1782.2,46.176
4154.8,12.681,13.643,5.5187,2115.9,52.136
4155.1,12.974,13.108,5.2858,2298.9,55.798
4155.4,13.173,12.489,4.9482,2374.2,57.082
4155.7,13.167,11.77,4.4314,2351.9,55.491
4156,12.87,11.114,3.9437,2198.4,51.81
4156.3,12.301,10.481,3.4615,1964.9,46.275
4156.6,11.556,9.8061,2.9423,1615.9,38.749
4156.9,12.019,9.7344,2.7122,1138.3,32.569
4157.2,16.34,11.453,3.3953,893.71,33.428
4157.5,21.153,13.285,3.9536,629.45,36.516
4157.8,30.577,17.243,5.4642,427.06,46.869
4158.1,67.848,33.386,11.011,327.05,96.195
4158.4,127.64,59.158,19.762,374.38,174.54
4158.7,227.83,101.94,33.612,602.26,308.99
4159,349.8,154.33,49.607,736.09,473.08
4159.3,503.04,220.73,69.01,986.56,681.71
4159.6,710.84,311.55,94.26,1358.6,964.26
4159.9,896.69,393.39,115.8,1673.2,1218
4160.2,1094.8,481.85,137.67,1986.2,1489.4
4160.5,1225,541.38,150.92,2165.7,1668.6
4160.8,1307.1,581.05,157.68,2258.2,1783.1
4161.1,1314.2,586.64,156.81,2254.6,1793.9
4161.4,1223.8,552.12,143.04,2086.4,1671.8
4161.7,1038.7,474.65,119.9,1800.6,1419.2
4162,861.44,398.53,99.326,1519,1176.1
4162.3,643.53,303.54,75.578,1156.9,877.26
4162.6,496.35,238.88,60.685,907.14,674.89
4162.9,343.4,170.99,46.463,632.06,463.66
4163.2,223.24,117.15,36.83,408.57,297.35
4163.5,116,69.282,30.633,224.71,149.28
4163.8,66.948,45.262,29.501,135.89,79.883
4164.1,41.822,33.256,29.746,120.8,45.3
4164.4,35.437,29.831,30.45,127.85,37.282
4164.7,32.404,26.948,30.784,166.35,40.031
4165,31.648,24.623,28.943,198.24,54.061
4165.3,38.269,24.304,25.609,299.64,91.686
4165.6,43.725,24.707,23.855,359.19,113.67
4165.9,58.729,26.202,18.047,676.43,203.38
4166.2,73.854,29.331,14.728,843.85,284.96
4166.5,97.227,35.217,11.949,1228.2,409.26
4166.8,122.24,43.929,11.73,1832.2,539.04
4167.1,157.25,58.261,14.186,2863.7,718.27
4167.4,202.13,76.526,18.862,4319.3,926.64
4167.7,230.92,89.6,22.658,4689.8,1046.6
4168,262.19,103.76,27.057,5223.3,1168.6
4168.3,354,142.25,38.84,7002.4,1477.6
4168.6,427.29,166.78,46.344,7932,1684.8
4168.9,513.23,192.3,52.372,9073.8,1927.9
4169.2,586.99,208.46,55.143,10357,2123.3
4169.5,659.7,220.65,55.725,12284,2325.9
4169.8,749.03,233.65,54.042,16403,2562.2
4170.1,829.16,245.36,50.856,20715,2760.3
4170.4,931.42,265.5,46.716,26266,2969.9
4170.7,1028.4,292.07,43.371,31280,3117.8
4171,1130.7,326.65,40.941,36409,3215.9
4171.3,1248.8,377.68,39.704,42365,3251.5
4171.6,1339.7,425.29,39.754,46648,3206.2
4171.9,1387.8,456.08,40.228,48896,3134.2
4172.2,1436.6,506.28,41.537,52179,2895.3
4172.5,1411.4,528.05,41.431,53309,2602.3
4172.8,1326.5,522.87,40.408,49786,2270.3
4173.1,1201.5,494.38,37.847,44009,1968.4
4173.4,1012.6,439.29,33.485,34872,1631.5
4173.7,834.93,378.27,29.085,26438,1364.7
4174,684.85,322.6,24.988,19639,1171.9
4174.3,492.79,245.23,19.488,12776,937.06
4174.6,338.09,176.97,14.678,7609,763.63
4174.9,238.43,129.51,11.642,5114.6,659.54
4175.2,179.79,99.568,9.6972,4748.4,592.54
4175.5,124.69,68.799,7.9988,5477.2,520.12
4175.8,105.99,55.532,7.5464,2743.7,482.01
4176.1,93.657,48.894,7.661,2501.5,460.37
4176.4,93.399,48.623,7.9912,2630.3,454.31
4176.7,93.926,49.104,8.2077,3004.3,459.19
4177,94.329,48.062,8.4477,3444.8,457.86
4177.3,96.544,48.972,8.7318,3933.7,466.09
4177.6,99.197,49.792,8.9702,4512.4,476.52
4177.9,100.45,50.174,9.1431,4806.7,482.76
4178.2,100.96,50.322,9.1179,5076.2,487.75
4178.5,103.27,50.669,9.2622,6063.9,508.69
4178.8,103.35,50.5,9.2167,6227.7,511.56
4179.1,103.17,48.954,9.345,7910.8,540.08
4179.4,100.48,47.372,10.1,9113.8,549.11
4179.7,96.154,46.066,11.923,9703.9,544.07
4180,93.291,45.856,14.047,9822,532.51
4180.3,91.135,47.351,18.777,9471.8,504.48
4180.6,92.852,50.201,23.116,8853.3,480.45
4180.9,97.263,53.202,26.904,7990.5,463.33
4181.2,104.65,56.843,30.417,7058.3,449.72
4181.5,116.69,61.615,33.892,5846.9,439.54
4181.8,137.46,67.071,36.459,4298.6,432.19
4182.1,151.61,69.06,35.666,3321.6,428.41
4182.4,158.87,69.071,33.778,2793.2,423.95
4182.7,162.44,67.103,29.496,2266.8,412.04
4183,162,66.242,28.105,2139.6,408.32
4183.3,152.5,60.387,20.764,1714.6,381.85
4183.6,140.25,55.993,16.002,1702.4,363.78
4183.9,118.15,49.919,10.004,1808.3,340.16
4184.2,101.3,46.245,6.674,1914,326.34
4184.5,89.242,44.108,4.7638,1948.8,317.62
4184.8,81.557,42.7,3.753,2011.4,311.82
4185.1,73.794,41.13,2.8239,1964.7,303.6
4185.4,68.784,39.478,2.3467,1848.6,289.28
4185.7,66.039,38.112,2.2357,1744.6,273.81
4186,64.177,36.782,2.3211,1599.8,252.66
4186.3,61.963,36.65,2.5787,1351.6,237.4
4186.6,61.955,36.472,2.9106,1439.9,224.59
4186.9,65.845,39.188,3.4597,1866.8,230.7
4187.2,68.337,40.818,3.6458,2074.6,239.71
4187.5,75.589,45.021,4.3801,2402.1,265.45
4187.8,91.422,53.868,5.6413,3103.8,336.02
4188.1,137.23,77.267,8.8116,4706.8,562.28
4188.4,168.88,92.135,10.932,5719.8,727.88
4188.7,209.87,110.17,13.511,7002.2,935.55
4189,245.97,124.48,15.505,8537.8,1112.7
4189.3,286.88,139.5,17.665,9554.7,1284.2
4189.6,318.52,150.03,19.068,10088,1391.1
4189.9,342.72,157.96,20.12,10561,1444
4190.2,367,165.17,20.942,10314,1451.4
4190.5,382.46,170.16,21.523,9368,1396.7
4190.8,387.36,172.46,21.935,8173.2,1307.3
4191.1,384.91,172.8,22.323,6970.8,1197.6
4191.4,372.4,170.76,22.875,5590.2,1035.9
4191.7,357.12,167.35,23.493,4972.5,923.16
4192,341.6,163.53,24.311,5140.7,819.33
4192.3,320.33,159.06,25.386,5000,731.17
4192.6,299.33,156.92,27.28,4697.9,650.69
4192.9,285.13,160.47,30.016,4576.1,592.36
4193.2,277.11,170.08,33.195,5292.5,570.22
4193.5,278.86,185.65,36.924,6130.6,565.22
4193.8,283.99,199.47,39.798,6563.5,574.42
4194.1,301.19,232.11,45.922,7769.8,615.43
4194.4,322.94,265.83,51.636,9326.1,676.25
4194.7,336.11,286.3,54.98,10336,718.04
4195,342.78,299.32,57.008,10904,748.75
4195.3,341.69,302.44,57.146,10931,762.84
4195.6,328.9,293.59,55.319,10344,747.27
4195.9,311.29,278.1,52.489,9693.2,712.95
4196.2,271.98,242.48,45.803,8409.4,634.95
4196.5,238.53,210.44,39.669,7250.2,563.25
4196.8,201.76,172.33,32.211,5889.3,483.43
4197.1,176.8,142.35,26.006,4737.1,431.2
4197.4,159.37,113.63,19.46,3568.3,397.67
4197.7,154.12,95.158,14.977,2815,390.34
4198,156.43,82.317,11.56,2159,400.85
4198.3,163.78,73.069,8.9947,1671.9,422.23
4198.6,170.28,68.685,7.6712,1422.9,441.2
4198.9,176.57,68.198,7.52,1225.3,458.71
4199.2,171.17,65.181,7.0168,1176.3,447.81
4199.5,163.24,64.135,7.2344,1072.4,432.26
4199.8,151.36,62.776,7.449,1029.8,406.47
4200.1,134.01,60.23,7.5609,1065.9,367.06
4200.4,115.31,56.685,7.5052,1086.5,323.21
4200.7,99.948,52.828,7.1668,1049.6,285.78
4201,85.699,48.688,6.7818,1035.5,251.76
4201.3,71.363,43.281,6.0656,1003.9,216.4
4201.6,60.825,38.618,5.4886,972.75,190.72
4201.9,50.259,33.404,4.8633,845.49,164.7
4202.2,43.051,29.377,4.4374,734.27,145.06
4202.5,35.107,25.061,4.0626,643,124.98
4202.8,29.249,21.605,3.791,547.35,109.56
4203.1,25.168,18.607,3.6004,522.1,97.791
4203.4,22.847,15.923,3.3878,606.56,93.324
4203.7,22.986,14.032,3.2412,818.92,97.749
4204,24.879,13.062,3.2158,1242.9,109.58
4204.3,27.419,12.412,3.0151,1636.8,125.12
4204.6,30.597,12.259,2.9427,2030.3,147.87
4204.9,33.501,12.38,2.8677,2431.4,169.28
4205.2,36.228,12.811,2.8259,2965.4,193.52
4205.5,37.46,13.075,2.8397,3417.7,212.87
4205.8,37.789,13.647,2.9663,3892.5,231.33
4206.1,37.409,13.793,2.9323,4307.1,244.9
4206.4,36.886,14.106,3.0462,4543.5,255.69
4206.7,36.376,14.732,3.1002,4631.4,271.23
4207,37.543,15.795,3.1809,4473.3,286.84
4207.3,41.796,17.851,3.2359,4175,311.09
4207.6,47.066,20.053,3.2811,3869.6,331.54
4207.9,59.374,24.739,3.2988,3363.7,368.25
4208.2,70.786,28.958,3.28,2981,394.18
4208.5,83.505,33.43,3.2377,2537.7,414.25
4208.8,95.782,38.164,3.1277,2199.9,424.82
4209.1,102.7,41.091,3.106,1961.4,421.46
4209.4,108.7,43.652,2.9617,1369,408.5
4209.7,109.74,44.682,2.7968,997.75,387.41
4210,108.06,44.562,2.7766,836.28,373.02
4210.3,103.2,43.391,2.6753,766.99,359.78
4210.6,96.915,41.776,2.6319,796.04,358.22
4210.9,91.645,40.522,2.7797,884.73,368.33
4211.2,87.966,39.175,2.7319,908.9,379.44
4211.5,85.505,38.544,2.8142,973.92,392.02
4211.8,83.972,38.292,3.0045,1053.4,406.29
4212.1,85.06,38.905,3.2274,1089.5,410.47
4212.4,88.163,39.796,3.4172,1099,402.09
4212.7,91.428,40.848,3.5563,1065.3,385.97
4213,94.618,41.744,3.6211,1042.5,370.57
4213.3,96.237,42.096,3.6773,1025.9,363.91
4213.6,104.68,43.511,3.6492,977.33,339.67
4213.9,110.83,44.265,3.5546,954.19,337.32
4214.2,120.59,44.832,3.2934,942.82,363.36
4214.5,125.55,44.754,3.1183,959.55,390.89
4214.8,131.55,43.858,2.7737,1002.1,447.43
4215.1,133.2,42.737,2.6002,1028.5,482.94
4215.4,132.99,41.535,2.445,1044.9,507.59
4215.7,132.45,40.829,2.3928,1051.7,517.92
4216,130.84,39.679,2.3106,1055.6,530.59
4216.3,130.76,39.472,2.2754,1050.4,534.57
4216.6,123.74,36.385,2.1499,1035.7,541.48
4216.9,123.74,36.385,2.1499,1035.7,541.48
4217.2,121.11,35.396,2.1571,1027.1,539.59
4217.5,118.15,34.345,2.1381,1016.4,535.31
4217.8,114.86,33.282,2.1301,1002,528.78
4218.1,113.14,32.779,2.1529,993.23,524.63
4218.4,111.45,32.341,2.1494,986.86,521.18
4218.7,99.675,29.324,2.3871,915.95,481.09
4219,96.911,29.554,2.8622,931.26,473.86
4219.3,86.99,27.061,2.8885,963.37,433.25
4219.6,80.486,26.209,3.2936,905.89,402.95
4219.9,76.305,25.965,3.6414,865.01,383.62
4220.2,70.713,25.87,4.3178,798.18,352.72
4220.5,63.493,26.704,5.5899,779.14,315.47
4220.8,60.253,27.545,6.3456,785.41,298.76
4221.1,55.242,30.331,8.2627,840.54,271.8
4221.4,54.314,31.267,8.7914,866.05,266.62
4221.7,52.902,33.382,9.9921,936.59,259.45
4222,52.153,37.518,12.016,1088.4,253.26
4222.3,62.748,59.156,21.158,1916.5,293.31
4222.6,78.567,74.508,26.764,2603.9,360.78
4222.9,92.314,85.223,30.345,3114.3,419.15
4223.2,129.47,107.98,37.041,4246.6,566.44
4223.5,150.46,117.83,39.38,4818.8,640.73
4223.8,173.52,125.73,40.444,5243.8,715.23
4224.1,188.23,128.28,39.871,5471.4,754.81
4224.4,200.45,124.31,36.245,5349.3,765.52
4224.7,200.72,120.41,34.2,5179.9,751.98
4225,194.16,109.41,29.371,4671.3,698.86
4225.3,178.81,95.279,24.047,3946.2,617.56
4225.6,152.39,76.973,18.034,2975.9,500.67
4225.9,107.48,52.079,11.008,1712.7,327.01
4226.2,102.96,49.856,10.46,1599.4,310.82
4226.5,55.294,28.79,6.1132,647.3,150.42
4226.8,38.164,22.178,5.2843,394.84,97.768
4227.1,26.176,18.009,5.0822,290.39,62.916
4227.4,20.806,16.216,5.21,284.57,48.275
4227.7,17.448,15.069,5.6191,282.55,38.041
4228,15.453,14.656,6.2547,141.18,34.217
4228.3,16.323,15.195,6.7371,152.43,37.056
4228.6,16.536,15.248,6.9124,163.48,39.438
4228.9,19.561,15.948,7.2948,188.63,49.699
4229.2,26.294,16.677,7.4072,238.39,73.914
4229.5,29.257,16.596,7.1766,257.06,84.025
4229.8,31.272,16.282,6.926,269.04,90.81
4230.1,32.2,15.829,6.8219,267.41,93.233
4230.4,31.539,15.515,7.1446,250.48,89.224
4230.7,29.852,15.521,7.8228,225.63,81.263
4231,27.385,15.793,8.8232,195.43,70.279
4231.3,24.002,16.361,10.205,157.27,55.642
4231.6,21.506,16.829,11.144,129.22,45.158
4231.9,17.844,17.404,12.219,88.032,30.507
4232.2,15.587,17.523,12.471,65.589,21.963
4232.5,13.817,17.208,12.097,47.27,16.04
4232.8,12.487,16.528,11.195,36.032,12.313
4233.1,11.391,15.299,9.5498,27.771,9.993
4233.4,10.632,13.753,7.582,23.409,8.9059
4233.7,9.9912,12.329,5.9065,19.043,7.9002
4234,9.5992,11.002,4.3916,18.59,7.569
4234.3,9.2185,9.6393,2.982,18.141,7.2603
4234.6,8.9107,8.6975,2.1746,19.161,7.053
4234.9,8.5261,7.8324,1.6026,20.652,6.865
4235.2,8.2873,7.4297,1.4179,21.847,6.7604
4235.5,7.7394,6.7673,1.2976,22.564,6.606
4235.8,7.2907,6.3201,1.2226,23.274,6.4913
4236.1,6.8312,5.9177,1.234,23.175,6.4171
4236.4,6.6148,5.7465,1.2556,22.202,6.4146
4236.7,6.3051,5.5099,1.2885,21.849,6.5166
4237,6.1797,5.4395,1.3157,20.617,6.6874
4237.3,6.1871,5.4638,1.3293,20.201,6.7909
4237.6,6.352,5.5928,1.3546,18.915,7.051
4237.9,6.4916,5.7025,1.3608,17.89,7.164
4238.2,6.6906,5.86,1.3711,16.367,7.2508
4238.5,6.7756,5.9505,1.3773,15.863,7.2462
4238.8,6.8594,6.0859,1.3757,15.214,7.2012
4239.1,6.8458,6.1621,1.3722,15.157,7.1456
4239.4,6.7618,6.201,1.3738,15.472,7.0905
4239.7,6.4943,6.2806,1.3772,16.271,7.1597
4240,6.2145,6.3546,1.3932,17.21,7.586
4240.3,5.8017,6.5501,1.4334,19.085,8.9101
4240.6,5.5902,6.7172,1.4724,19.524,10.113
4240.9,5.4537,6.9591,1.5219,20.438,11.979
4241.2,5.4502,7.3034,1.577,20.639,14.574
4241.5,5.5966,7.6583,1.6259,20.574,17.269
4241.8,5.8454,7.9429,1.6593,19.35,19.665
4242.1,6.0314,8.112,1.6698,19.302,20.911
4242.4,6.2869,8.2389,1.6794,18.58,21.809
4242.7,6.4326,8.2482,1.6804,17.888,21.808
4243,6.5646,8.0925,1.6686,17.322,20.608
4243.3,6.5985,7.8139,1.6577,16.537,18.603
4243.6,6.5723,7.548,1.6419,15.605,16.866
4243.9,6.469,7.0525,1.6157,13.64,13.883
4244.2,6.3579,6.6457,1.5854,12.161,11.768
4244.5,6.2157,6.1614,1.543,10.891,9.7726
4244.8,6.1633,5.9031,1.525,10.518,8.5597
4245.1,6.1054,5.4401,1.4464,23.351,8.3565
4245.4,6.3598,5.2369,1.4219,24.066,8.9236
4245.7,6.943,5.0253,1.365,37.154,11.378
4246,7.8055,5.0656,1.3701,52.711,14.261
4246.3,10.797,5.4605,1.3864,109.6,24.238
4246.6,14.654,6.1864,1.4479,178.38,36.266
4246.9,21.111,7.5551,1.5724,294.97,55.34
4247.2,26.873,8.8569,1.6688,389.21,71.948
4247.5,31.999,10.101,1.7662,467.38,86.291
4247.8,45.439,13.569,2.0005,667.64,122.1
4248.1,52.594,15.654,2.1312,759.4,139.97
4248.4,59.407,18.043,2.2498,849.86,155.12
4248.7,61.667,19.277,2.2854,865.02,158.08
4249,61.321,20.007,2.2815,858.35,154.1
4249.3,58.547,20.096,2.2413,809.76,143.29
4249.6,53.901,19.73,2.1657,737.24,128.2
4249.9,48.344,19.063,2.0988,651.18,111.24
4250.2,41.094,18.094,2.0612,536.29,91.026
4250.5,36.671,17.61,2.0768,450.94,80.013
4250.8,33.747,17.561,2.1573,381.41,74.115
4251.1,32.172,18.219,2.3536,333.35,73.875
4251.4,32.227,19.358,2.5605,326.9,77.989
4251.7,33.068,20.896,2.7986,337.1,84.345
4252,34.017,22.643,3.0479,349.01,89.677
4252.3,34.924,24.321,3.2659,368.27,94.159
4252.6,34.866,26.076,3.4951,381.95,95.025
4252.9,33.952,26.818,3.6064,382.19,91.054
4253.2,32.69,26.847,3.6271,363.36,85.161
4253.5,30.989,26.377,3.6184,340.84,78.056
4253.8,27.805,24.841,3.5479,292.6,64.699
4254.1,24.961,22.982,3.4504,253.7,53.771
4254.4,22.614,21.025,3.3489,245.43,44.648
4254.7,21.139,19.534,3.2731,213.49,39.226
4255,20.38,18.547,3.1993,194.18,36.743
4255.3,20.256,17.771,3.1389,182.54,36.181
4255.6,21.167,17.521,3.0303,186.19,38.912
4255.9,22.599,17.736,2.9539,177.26,43.05
4256.2,25.586,18.709,2.8432,188.26,51.84
4256.5,28.067,19.671,2.7814,200.59,59.241
4256.8,31.767,21.37,2.6682,229.22,71.45
4257.1,33.23,22.199,2.611,244.86,77.286
4257.4,35.593,23.72,2.5075,266.1,87.795
4257.7,35.871,24.222,2.4745,269.94,91.377
4258,35.089,24.372,2.427,263.93,92.965
4258.3,31.838,23.647,2.3815,238.49,89.822
4258.6,30.301,23.157,2.3624,225.98,87.386
4258.9,26.096,21.599,2.3212,194.38,79.675
4259.2,22.232,19.944,2.2898,164.81,71.577
4259.5,16.854,17.291,2.2476,128.13,58.529
4259.8,13.612,15.425,2.2512,107.6,48.915
4260.1,12.301,14.531,2.2642,99.924,44.012
4260.4,10.914,13.446,2.3172,97.242,36.023
4260.7,10.562,13.131,2.4314,102.86,28.84
4261,11.698,14.509,2.8615,148.62,29.477
4261.3,11.878,14.404,2.6228,321.66,22.535
4261.6,13.169,15.667,2.7362,349.23,22.583
4261.9,14.728,17.386,2.7823,544.2,26.992
4262.2,16.459,19.353,2.8895,1034.6,38.868
4262.5,18.035,21.14,2.9033,1775,59.443
4262.8,20.107,23.412,3.273,2635.5,84.945
4263.1,19.944,23.548,2.9996,3865.2,111.31
4263.4,20.599,24.612,3.076,5023.1,150.93
4263.7,20.857,25.187,3.1313,6211.8,195.65
4264,20.854,25.308,3.2232,7403.6,244.03
4264.3,20.794,25.063,3.3071,8294.5,287.56
4264.6,20.741,24.658,3.3659,9020.3,331.23
4264.9,20.744,24.08,3.4018,9506.6,372.6
4265.2,20.905,23.213,3.3924,9692.8,413.68
4265.5,21.076,22.229,3.3777,9376.7,441.27
4265.8,21.133,21.282,3.2712,8692.7,450.65
4266.1,21.028,20.27,3.1589,7826.8,444.44
4266.4,20.542,19.16,2.9949,6890.6,422.05
4266.7,19.608,17.846,2.8201,5705.3,377.41
4267,18.649,16.917,2.6787,4897.4,335.98
4267.3,17.065,15.625,2.5615,3914,269.41
4267.6,15.272,14.371,2.4894,3074.6,201.24
4267.9,14.194,13.649,2.5079,2434.4,149.18
4268.2,12.398,12.55,2.5092,1164.9,94.799
4268.5,11.347,12.02,2.5106,685.06,63.088
4268.8,10.667,11.763,2.5535,434.19,44.728
4269.1,9.9559,11.611,2.5917,247.71,29.532
4269.4,9.3711,11.863,2.6969,169.41,21.9
4269.7,9.6559,12.308,2.67,228.36,21.757
4270,10.211,13.706,3.1169,118.84,19.938
4270.3,8.8003,13.355,2.6547,225.81,16.83
4270.6,9.0979,14.577,2.6781,228.94,18.419
4270.9,10.089,16.139,2.7166,478.74,23.916
4271.2,11.56,17.813,2.8861,775.59,31.808
4271.5,13.623,19.862,2.9659,1920.5,58.916
